timestamp,Solar
April 1, 2022 22-00,0.0
April 1, 2022 23-00,0.0
April 10, 2020 00-00,0.0
April 10, 2020 01-00,0.0
April 10, 2020 02-00,0.0
April 10, 2020 03-00,0.0
April 10, 2020 04-00,34.8493075544271
April 10, 2020 05-00,127.6375816830707
April 10, 2020 06-00,189.0102768244118
April 10, 2020 07-00,234.8406149118825
April 10, 2020 08-00,265.92696576165343
April 10, 2020 09-00,283.28768797243737
April 10, 2020 10-00,287.53162327034573
April 10, 2020 11-00,276.81493863771374
April 10, 2020 12-00,252.80532266280812
April 10, 2020 13-00,216.0221282318521
April 10, 2020 15-00,112.440719871072
April 10, 2020 16-00,53.93457702313463
April 10, 2020 17-00,0.0
April 10, 2020 18-00,0.0
April 10, 2020 19-00,0.0
April 10, 2020 20-00,0.0
April 10, 2020 21-00,0.0
April 10, 2020 22-00,0.0
April 10, 2020 23-00,0.0
April 10, 2021 00-00,0.0
April 10, 2021 01-00,0.0
April 10, 2021 02-00,0.0
April 10, 2021 04-00,7.014524128229886
April 10, 2021 05-00,23.95300775611117
April 10, 2021 06-00,65.32369233791043
April 10, 2021 07-00,125.19237439816403
April 10, 2021 09-00,117.43888102058432
April 10, 2021 10-00,86.41397298567973
April 10, 2021 11-00,77.30589797980818
April 10, 2021 12-00,87.58565746050077
April 10, 2021 13-00,110.7554666878649
April 10, 2021 14-00,104.2072184808904
April 10, 2021 15-00,66.70858506547317
April 10, 2021 16-00,21.200708885019203
April 10, 2021 17-00,0.0
April 10, 2021 19-00,0.0
April 10, 2021 20-00,0.0
April 10, 2021 21-00,0.0
April 10, 2021 22-00,0.0
April 10, 2021 23-00,0.0
April 10, 2022 00-00,0.0
April 10, 2022 01-00,0.0
April 10, 2022 02-00,0.0
April 10, 2022 03-00,0.0
April 10, 2022 05-00,109.97634201788463
April 10, 2022 06-00,181.72118425370536
April 10, 2022 07-00,227.48172604308996
April 10, 2022 08-00,255.53650727654428
April 10, 2022 09-00,283.28469003043654
April 10, 2022 10-00,221.2056701590941
April 10, 2022 11-00,269.9413592459166
April 10, 2022 12-00,222.409084268482
April 10, 2022 13-00,175.43510970658673
April 10, 2022 14-00,125.52617696899416
April 10, 2022 15-00,100.90158992343744
April 10, 2022 16-00,31.96007249469676
April 10, 2022 17-00,0.0
April 10, 2022 18-00,0.0
April 10, 2022 19-00,0.0
April 10, 2022 20-00,0.0
April 10, 2022 21-00,0.0
April 10, 2022 22-00,0.0
April 10, 2022 23-00,0.0
April 11, 2020 00-00,0.0
April 11, 2020 01-00,0.0
April 11, 2020 02-00,0.0
April 11, 2020 03-00,0.0
April 11, 2020 04-00,7.483803305216175
April 11, 2020 05-00,43.10501647919138
April 11, 2020 06-00,65.34591639679309
April 11, 2020 08-00,241.96184039677067
April 11, 2020 09-00,288.94851412868854
April 11, 2020 10-00,291.4722551011833
April 11, 2020 11-00,283.5779085569957
April 11, 2020 12-00,258.0563643678375
April 11, 2020 13-00,219.84096050772013
April 11, 2020 14-00,169.39918920159286
April 11, 2020 15-00,117.78098371450264
April 11, 2020 16-00,61.49625350056311
April 11, 2020 18-00,0.0
April 11, 2020 19-00,0.0
April 11, 2020 20-00,0.0
April 11, 2020 21-00,0.0
April 11, 2020 22-00,0.0
April 11, 2020 23-00,0.0
April 11, 2021 00-00,0.0
April 11, 2021 01-00,0.0
April 11, 2021 02-00,0.0
April 11, 2021 03-00,0.0
April 11, 2021 04-00,6.348108609643103
April 11, 2021 05-00,21.910100931467458
April 11, 2021 06-00,44.301591207400286
April 11, 2021 07-00,84.38247559402787
April 11, 2021 08-00,82.7024428560684
April 11, 2021 09-00,93.1185220017276
April 11, 2021 10-00,100.07369655509868
April 11, 2021 11-00,89.91915057092733
April 11, 2021 12-00,85.4108005653381
April 11, 2021 13-00,70.69136812601361
April 11, 2021 14-00,49.60414364651732
April 11, 2021 15-00,29.882904526953848
April 11, 2021 16-00,10.52764216927347
April 11, 2021 17-00,0.0
April 11, 2021 18-00,0.0
April 11, 2021 19-00,0.0
April 11, 2021 20-00,0.0
April 11, 2021 21-00,0.0
April 11, 2021 22-00,0.0
April 11, 2021 23-00,0.0
April 11, 2022 00-00,0.0
April 11, 2022 01-00,0.0
April 11, 2022 02-00,0.0
April 11, 2022 03-00,0.0
April 11, 2022 04-00,36.99195902683366
April 11, 2022 05-00,123.92055559794647
April 11, 2022 06-00,182.9874632501851
April 11, 2022 07-00,227.361309482891
April 11, 2022 08-00,257.1145730895518
April 11, 2022 09-00,273.11431951601554
April 11, 2022 10-00,275.8541237316962
April 11, 2022 11-00,264.80312973328256
April 11, 2022 12-00,241.3111249912814
April 11, 2022 13-00,205.51818667478025
April 11, 2022 14-00,140.99225013602424
April 11, 2022 16-00,20.959680565773382
April 11, 2022 17-00,0.0
April 11, 2022 18-00,0.0
April 11, 2022 19-00,0.0
April 11, 2022 20-00,0.0
April 11, 2022 21-00,0.0
April 11, 2022 22-00,0.0
April 11, 2022 23-00,0.0
April 12, 2020 00-00,0.0
April 12, 2020 01-00,0.0
April 12, 2020 02-00,0.0
April 12, 2020 03-00,0.0
April 12, 2020 04-00,38.01195354868974
April 12, 2020 05-00,130.83541461529057
April 12, 2020 06-00,199.76773697873244
April 12, 2020 07-00,248.50189634102944
April 12, 2020 08-00,282.1638786714431
April 12, 2020 09-00,300.40636416437206
April 12, 2020 10-00,304.58989354019195
April 12, 2020 11-00,293.8604513987272
April 12, 2020 12-00,268.4851488628057
April 12, 2020 13-00,230.88828322771175
April 12, 2020 14-00,182.3070784428294
April 12, 2020 15-00,123.24061131733455
April 12, 2020 16-00,66.0552170957441
April 12, 2020 17-00,0.0
April 12, 2020 19-00,0.0
April 12, 2020 21-00,0.0
April 12, 2020 22-00,0.0
April 12, 2020 23-00,0.0
April 12, 2021 00-00,0.0
April 12, 2021 01-00,0.0
April 12, 2021 02-00,0.0
April 12, 2021 03-00,0.0
April 12, 2021 04-00,12.432541031829505
April 12, 2021 05-00,68.88103071920303
April 12, 2021 06-00,72.14803854642504
April 12, 2021 07-00,203.1556264119349
April 12, 2021 08-00,223.95717552793712
April 12, 2021 09-00,138.74933020146983
April 12, 2021 10-00,134.7517416087666
April 12, 2021 11-00,139.63698779298716
April 12, 2021 12-00,93.34651244249228
April 12, 2021 13-00,77.44826898189838
April 12, 2021 14-00,99.20834400970676
April 12, 2021 15-00,74.3785273269711
April 12, 2021 16-00,26.050371390519054
April 12, 2021 17-00,0.0
April 12, 2021 18-00,0.0
April 12, 2021 19-00,0.0
April 12, 2021 20-00,0.0
April 12, 2021 21-00,0.0
April 12, 2021 22-00,0.0
April 12, 2021 23-00,0.0
April 12, 2022 00-00,0.0
April 12, 2022 01-00,0.0
April 12, 2022 02-00,0.0
April 12, 2022 03-00,0.0
April 12, 2022 04-00,1.5856853650448848
April 12, 2022 05-00,11.209497895085525
April 12, 2022 06-00,32.69976873646568
April 12, 2022 07-00,72.7384618621527
April 12, 2022 08-00,83.81396723481221
April 12, 2022 09-00,83.83053865896572
April 12, 2022 10-00,70.2403740447706
April 12, 2022 11-00,65.70666453398262
April 12, 2022 12-00,48.81235976957637
April 12, 2022 13-00,66.22099032895092
April 12, 2022 14-00,61.64510692434846
April 12, 2022 15-00,43.52863129647913
April 12, 2022 16-00,15.555033273024714
April 12, 2022 17-00,0.0
April 12, 2022 18-00,0.0
April 12, 2022 19-00,0.0
April 12, 2022 20-00,0.0
April 12, 2022 23-00,0.0
April 13, 2020 00-00,0.0
April 13, 2020 01-00,0.0
April 13, 2020 02-00,0.0
April 13, 2020 03-00,0.0
April 13, 2020 04-00,62.29547099668298
April 13, 2020 05-00,151.1720503079955
April 13, 2020 06-00,210.17092848681108
April 13, 2020 07-00,255.4656735541052
April 13, 2020 08-00,285.98265110002296
April 13, 2020 09-00,302.72487164722395
April 13, 2020 10-00,306.1060277993287
April 13, 2020 11-00,294.9949619129602
April 13, 2020 12-00,269.5191878197372
April 13, 2020 13-00,231.48514865458856
April 13, 2020 14-00,183.67467633657168
April 13, 2020 15-00,127.87466454682162
April 13, 2020 16-00,67.8728677453198
April 13, 2020 17-00,0.0
April 13, 2020 18-00,0.0
April 13, 2020 19-00,0.0
April 13, 2020 20-00,0.0
April 13, 2020 21-00,0.0
April 13, 2020 22-00,0.0
April 13, 2020 23-00,0.0
April 13, 2021 00-00,0.0
April 13, 2021 01-00,0.0
April 13, 2021 02-00,0.0
April 13, 2021 03-00,0.0
April 13, 2021 04-00,7.5326839590766035
April 13, 2021 05-00,36.98055842911347
April 13, 2021 06-00,98.21173782908876
April 13, 2021 07-00,125.43296485713704
April 13, 2021 08-00,142.30283564323094
April 13, 2021 09-00,205.56190229926196
April 13, 2021 10-00,267.68712576146964
April 13, 2021 11-00,287.4105968102244
April 13, 2021 12-00,258.650698139105
April 13, 2021 13-00,222.23987286362427
April 13, 2021 14-00,173.6119055332708
April 13, 2021 15-00,118.81229192230464
April 13, 2021 16-00,45.762621343612096
April 13, 2021 17-00,0.0
April 13, 2021 18-00,0.0
April 13, 2021 19-00,0.0
April 13, 2021 20-00,0.0
April 13, 2021 21-00,0.0
April 13, 2021 22-00,0.0
April 13, 2021 23-00,0.0
April 13, 2022 00-00,0.0
April 13, 2022 01-00,0.0
April 13, 2022 02-00,0.0
April 13, 2022 03-00,0.0
April 13, 2022 04-00,29.352171105556053
April 13, 2022 05-00,93.80018157079944
April 13, 2022 06-00,144.9836611109973
April 13, 2022 07-00,217.91508667394783
April 13, 2022 09-00,302.64931940229457
April 13, 2022 10-00,305.1693035806755
April 13, 2022 11-00,198.14575823496887
April 13, 2022 13-00,120.71444831000458
April 13, 2022 14-00,68.24504284267866
April 13, 2022 15-00,49.54119728549564
April 13, 2022 16-00,14.3927026933335
April 13, 2022 17-00,0.0
April 13, 2022 18-00,0.0
April 13, 2022 19-00,0.0
April 13, 2022 20-00,0.0
April 13, 2022 21-00,0.0
April 13, 2022 22-00,0.0
April 13, 2022 23-00,0.0
April 14, 2020 00-00,0.0
April 14, 2020 01-00,0.0
April 14, 2020 02-00,0.0
April 14, 2020 03-00,0.0
April 14, 2020 04-00,28.888739153985934
April 14, 2020 05-00,106.79018520505232
April 14, 2020 06-00,163.72871384809875
April 14, 2020 07-00,229.35798363352063
April 14, 2020 09-00,301.7146196510129
April 14, 2020 10-00,304.2746483453843
April 14, 2020 11-00,291.9578726886567
April 14, 2020 12-00,266.6784947735306
April 14, 2020 13-00,228.4617418486912
April 14, 2020 14-00,180.5624329873368
April 14, 2020 15-00,107.01073100014484
April 14, 2020 16-00,27.20079263496128
April 14, 2020 17-00,0.0
April 14, 2020 18-00,0.0
April 14, 2020 19-00,0.0
April 14, 2020 20-00,0.0
April 14, 2020 21-00,0.0
April 14, 2020 22-00,0.0
April 14, 2020 23-00,0.0
April 14, 2021 00-00,0.0
April 14, 2021 01-00,0.0
April 14, 2021 02-00,0.0
April 14, 2021 04-00,9.997219646076392
April 14, 2021 05-00,23.0569434188639
April 14, 2021 06-00,100.92870510563132
April 14, 2021 07-00,230.63593159339592
April 14, 2021 08-00,279.7871418572128
April 14, 2021 09-00,290.1242265417019
April 14, 2021 10-00,307.36996705373366
April 14, 2021 11-00,286.64564101081675
April 14, 2021 12-00,265.0162874911527
April 14, 2021 13-00,226.72264506584733
April 14, 2021 14-00,178.2465188489178
April 14, 2021 15-00,112.10769188176556
April 14, 2021 16-00,25.258566092743504
April 14, 2021 17-00,0.0
April 14, 2021 18-00,0.0
April 14, 2021 19-00,0.0
April 14, 2021 20-00,0.0
April 14, 2021 21-00,0.0
April 14, 2021 22-00,0.0
April 14, 2021 23-00,0.0
April 14, 2022 00-00,0.0
April 14, 2022 01-00,0.0
April 14, 2022 02-00,0.0
April 14, 2022 03-00,0.0
April 14, 2022 04-00,5.1044110911657565
April 14, 2022 05-00,19.278691208052194
April 14, 2022 07-00,90.44369520629212
April 14, 2022 08-00,92.92018733953022
April 14, 2022 09-00,99.19235084860644
April 14, 2022 10-00,81.78189594000943
April 14, 2022 11-00,115.68158798024396
April 14, 2022 12-00,118.80645857010452
April 14, 2022 13-00,91.26056224597905
April 14, 2022 14-00,59.8926246334476
April 14, 2022 15-00,18.57850791136298
April 14, 2022 16-00,8.089481936055238
April 14, 2022 17-00,0.0
April 14, 2022 18-00,0.0
April 14, 2022 19-00,0.0
April 14, 2022 21-00,0.0
April 14, 2022 22-00,0.0
April 14, 2022 23-00,0.0
April 15, 2020 00-00,0.0
April 15, 2020 01-00,0.0
April 15, 2020 02-00,0.0
April 15, 2020 03-00,0.0
April 15, 2020 04-00,4.996317547063926
April 15, 2020 05-00,40.73351690717263
April 15, 2020 06-00,50.78578214971592
April 15, 2020 07-00,80.02863132829243
April 15, 2020 08-00,68.22750768183757
April 15, 2020 09-00,51.350934694726085
April 15, 2020 10-00,56.326455705328414
April 15, 2020 11-00,107.3600514562026
April 15, 2020 12-00,82.05079596863506
April 15, 2020 13-00,79.39743673380448
April 15, 2020 14-00,115.77818225190268
April 15, 2020 15-00,115.57804912589084
April 15, 2020 16-00,55.16810990713057
April 15, 2020 17-00,0.0
April 15, 2020 18-00,0.0
April 15, 2020 19-00,0.0
April 15, 2020 20-00,0.0
April 15, 2020 21-00,0.0
April 15, 2020 22-00,0.0
April 15, 2020 23-00,0.0
April 15, 2021 00-00,0.0
April 15, 2021 01-00,0.0
April 15, 2021 02-00,0.0
April 15, 2021 03-00,0.0
April 15, 2021 04-00,20.413751643436484
April 15, 2021 05-00,32.26101991000548
April 15, 2021 06-00,36.552291183333736
April 15, 2021 07-00,50.44812342157951
April 15, 2021 08-00,115.61415058489906
April 15, 2021 09-00,66.72134827641658
April 15, 2021 11-00,192.60592845882215
April 15, 2021 12-00,259.84799501856253
April 15, 2021 13-00,227.63513490563537
April 15, 2021 14-00,181.7070750467749
April 15, 2021 15-00,126.69420495021386
April 15, 2021 16-00,63.48385943715229
April 15, 2021 17-00,0.0
April 15, 2021 18-00,0.0
April 15, 2021 19-00,0.0
April 15, 2021 20-00,0.0
April 15, 2021 21-00,0.0
April 15, 2021 22-00,0.0
April 15, 2021 23-00,0.0
April 15, 2022 00-00,0.0
April 15, 2022 01-00,0.0
April 15, 2022 02-00,0.0
April 15, 2022 03-00,0.0
April 15, 2022 04-00,12.375195084216031
April 15, 2022 05-00,45.655206561911285
April 15, 2022 06-00,82.36523480676715
April 15, 2022 07-00,147.20470906753204
April 15, 2022 08-00,245.60790962555288
April 15, 2022 09-00,297.09854176765776
April 15, 2022 10-00,277.6672915953292
April 15, 2022 11-00,190.600985507466
April 15, 2022 12-00,254.5547878285436
April 15, 2022 13-00,232.17342440449585
April 15, 2022 14-00,172.67292306602857
April 15, 2022 15-00,83.54966034533386
April 15, 2022 16-00,27.977844877765172
April 15, 2022 17-00,0.0
April 15, 2022 18-00,0.0
April 15, 2022 19-00,0.0
April 15, 2022 20-00,0.0
April 15, 2022 21-00,0.0
April 15, 2022 23-00,0.0
April 16, 2020 00-00,0.0
April 16, 2020 01-00,0.0
April 16, 2020 02-00,0.0
April 16, 2020 03-00,0.0
April 16, 2020 04-00,41.11620720779753
April 16, 2020 05-00,154.0491869951018
April 16, 2020 06-00,215.17248635222896
April 16, 2020 07-00,258.83181460111035
April 16, 2020 08-00,288.8989524239145
April 16, 2020 09-00,306.1801315752581
April 16, 2020 10-00,309.9048567030751
April 16, 2020 11-00,298.13835734424146
April 16, 2020 12-00,273.9081605530824
April 16, 2020 13-00,238.45936825403248
April 16, 2020 14-00,190.74878690126576
April 16, 2020 15-00,132.87036378777324
April 16, 2020 16-00,68.02049328899993
April 16, 2020 18-00,0.0
April 16, 2020 19-00,0.0
April 16, 2020 20-00,0.0
April 16, 2020 21-00,0.0
April 16, 2020 22-00,0.0
April 16, 2020 23-00,0.0
April 16, 2021 01-00,0.0
April 16, 2021 02-00,0.0
April 16, 2021 03-00,0.0
April 16, 2021 04-00,6.920598455008432
April 16, 2021 07-00,148.0107351562938
April 16, 2021 08-00,262.4859440402967
April 16, 2021 09-00,277.8334431715547
April 16, 2021 10-00,154.0495710733635
April 16, 2021 11-00,69.90115449454471
April 16, 2021 12-00,47.78571952883303
April 16, 2021 13-00,62.95125112011173
April 16, 2021 14-00,99.7441639133331
April 16, 2021 15-00,91.37114069735462
April 16, 2021 16-00,39.08584444040464
April 16, 2021 17-00,0.0
April 16, 2021 18-00,0.0
April 16, 2021 19-00,0.0
April 16, 2021 20-00,0.0
April 16, 2021 21-00,0.0
April 16, 2021 22-00,0.0
April 16, 2021 23-00,0.0
April 16, 2022 00-00,0.0
April 16, 2022 01-00,0.0
April 16, 2022 02-00,0.0
April 16, 2022 03-00,0.0
April 16, 2022 04-00,18.106455359282258
April 16, 2022 05-00,59.47841565592819
April 16, 2022 06-00,156.28554172412018
April 16, 2022 07-00,241.19281059126368
April 16, 2022 08-00,284.50437582931085
April 16, 2022 09-00,304.5700102497678
April 16, 2022 10-00,307.8702897924395
April 16, 2022 11-00,295.94010005032163
April 16, 2022 12-00,270.47592686421814
April 16, 2022 13-00,233.1105132051734
April 16, 2022 14-00,185.9956300862432
April 16, 2022 15-00,129.43197110547433
April 16, 2022 16-00,64.01119060005587
April 16, 2022 17-00,0.0
April 16, 2022 18-00,0.0
April 16, 2022 19-00,0.0
April 16, 2022 20-00,0.0
April 16, 2022 21-00,0.0
April 16, 2022 22-00,0.0
April 16, 2022 23-00,0.0
April 17, 2020 00-00,0.0
April 17, 2020 01-00,0.0
April 17, 2020 02-00,0.0
April 17, 2020 03-00,0.0
April 17, 2020 04-00,63.67410210368866
April 17, 2020 05-00,150.423792765365
April 17, 2020 06-00,219.00199260212676
April 17, 2020 08-00,298.08931997684044
April 17, 2020 09-00,315.21846384023723
April 17, 2020 10-00,317.3540747246323
April 17, 2020 12-00,278.8346388141009
April 17, 2020 13-00,236.23949021189856
April 17, 2020 14-00,186.00690250662217
April 17, 2020 15-00,105.68836712693653
April 17, 2020 17-00,0.0
April 17, 2020 18-00,0.0
April 17, 2020 19-00,0.0
April 17, 2020 20-00,0.0
April 17, 2020 21-00,0.0
April 17, 2020 22-00,0.0
April 17, 2020 23-00,0.0
April 17, 2021 01-00,0.0
April 17, 2021 02-00,0.0
April 17, 2021 03-00,0.0
April 17, 2021 04-00,8.768278795584429
April 17, 2021 05-00,35.74442392932628
April 17, 2021 06-00,84.27818724593274
April 17, 2021 07-00,146.2696153668313
April 17, 2021 08-00,185.95214287309503
April 17, 2021 09-00,273.6560082367306
April 17, 2021 10-00,311.94279892410043
April 17, 2021 11-00,298.29599917735214
April 17, 2021 13-00,106.69434535341377
April 17, 2021 14-00,82.77812035143755
April 17, 2021 15-00,37.85074325790693
April 17, 2021 16-00,20.31365888909118
April 17, 2021 17-00,0.0
April 17, 2021 18-00,0.0
April 17, 2021 19-00,0.0
April 17, 2021 20-00,0.0
April 17, 2021 21-00,0.0
April 17, 2021 22-00,0.0
April 17, 2021 23-00,0.0
April 17, 2022 00-00,0.0
April 17, 2022 01-00,0.0
April 17, 2022 02-00,0.0
April 17, 2022 03-00,0.0
April 17, 2022 04-00,27.04922760603801
April 17, 2022 05-00,103.06523475142974
April 17, 2022 06-00,206.4233029459985
April 17, 2022 08-00,204.02333503727627
April 17, 2022 09-00,197.2749194420268
April 17, 2022 10-00,213.75657166140965
April 17, 2022 11-00,296.26156895231964
April 17, 2022 12-00,256.4476561478176
April 17, 2022 13-00,173.20626148932345
April 17, 2022 14-00,112.93093581269954
April 17, 2022 15-00,68.4114548380701
April 17, 2022 16-00,20.12407705706585
April 17, 2022 17-00,0.0
April 17, 2022 18-00,0.0
April 17, 2022 20-00,0.0
April 17, 2022 21-00,0.0
April 17, 2022 22-00,0.0
April 17, 2022 23-00,0.0
April 18, 2020 00-00,0.0
April 18, 2020 01-00,0.0
April 18, 2020 02-00,0.0
April 18, 2020 03-00,0.0
April 18, 2020 04-00,58.77798818977348
April 18, 2020 05-00,152.8430602111865
April 18, 2020 06-00,213.56995876514355
April 18, 2020 07-00,259.58152191833966
April 18, 2020 09-00,307.1896773725475
April 18, 2020 10-00,310.4095945371575
April 18, 2020 11-00,298.564569059717
April 18, 2020 12-00,273.3729939070412
April 18, 2020 13-00,235.47720908014605
April 18, 2020 14-00,184.05461557226425
April 18, 2020 15-00,127.0926908418845
April 18, 2020 16-00,39.74299416503183
April 18, 2020 17-00,0.0
April 18, 2020 18-00,0.0
April 18, 2020 19-00,0.0
April 18, 2020 20-00,0.0
April 18, 2020 21-00,0.0
April 18, 2020 22-00,0.0
April 18, 2020 23-00,0.0
April 18, 2021 00-00,0.0
April 18, 2021 01-00,0.0
April 18, 2021 02-00,0.0
April 18, 2021 03-00,0.0
April 18, 2021 04-00,9.919096598740378
April 18, 2021 05-00,45.09175925652637
April 18, 2021 06-00,108.68347160169432
April 18, 2021 08-00,134.62389749816802
April 18, 2021 09-00,130.3839203113048
April 18, 2021 10-00,138.10440176441273
April 18, 2021 11-00,244.3389096587325
April 18, 2021 12-00,263.87966995979787
April 18, 2021 13-00,228.58689542913007
April 18, 2021 14-00,180.10533650232256
April 18, 2021 15-00,119.19581182136125
April 18, 2021 16-00,44.654611112874726
April 18, 2021 18-00,0.0
April 18, 2021 19-00,0.0
April 18, 2021 20-00,0.0
April 18, 2021 21-00,0.0
April 18, 2021 22-00,0.0
April 18, 2021 23-00,0.0
April 18, 2022 00-00,0.0
April 18, 2022 01-00,0.0
April 18, 2022 02-00,0.0
April 18, 2022 03-00,0.0
April 18, 2022 04-00,12.878714741617932
April 18, 2022 05-00,49.07000307385534
April 18, 2022 06-00,157.01503987443544
April 18, 2022 07-00,234.99088136013188
April 18, 2022 08-00,217.3859428086521
April 18, 2022 09-00,106.81833879795796
April 18, 2022 10-00,188.63911318487143
April 18, 2022 11-00,120.1796948001644
April 18, 2022 12-00,116.0104691149268
April 18, 2022 13-00,135.61224334373563
April 18, 2022 14-00,137.1434182264127
April 18, 2022 15-00,73.46788357666001
April 18, 2022 16-00,31.5418475678622
April 18, 2022 17-00,0.0
April 18, 2022 18-00,0.0
April 18, 2022 19-00,0.0
April 18, 2022 20-00,0.0
April 18, 2022 21-00,0.0
April 18, 2022 22-00,0.0
April 18, 2022 23-00,0.0
April 19, 2020 00-00,0.0
April 19, 2020 01-00,0.0
April 19, 2020 02-00,0.0
April 19, 2020 04-00,37.90331064216115
April 19, 2020 05-00,145.19990137105717
April 19, 2020 06-00,211.9625396181844
April 19, 2020 07-00,259.6674516702363
April 19, 2020 08-00,289.4357486660007
April 19, 2020 09-00,302.7325009478932
April 19, 2020 10-00,310.81151717147674
April 19, 2020 11-00,291.594577073001
April 19, 2020 12-00,274.4083130353381
April 19, 2020 13-00,238.9764844334607
April 19, 2020 15-00,135.00193825697093
April 19, 2020 17-00,0.7295045538235605
April 19, 2020 18-00,0.0
April 19, 2020 19-00,0.0
April 19, 2020 20-00,0.0
April 19, 2020 21-00,0.0
April 19, 2020 22-00,0.0
April 19, 2020 23-00,0.0
April 19, 2021 00-00,0.0
April 19, 2021 01-00,0.0
April 19, 2021 02-00,0.0
April 19, 2021 03-00,0.0
April 19, 2021 04-00,5.637151352824525
April 19, 2021 05-00,29.65982243857343
April 19, 2021 06-00,49.808265577462
April 19, 2021 07-00,91.62998687084064
April 19, 2021 08-00,98.48311579641091
April 19, 2021 09-00,106.50713242827808
April 19, 2021 10-00,136.53608018121315
April 19, 2021 11-00,105.77573082342508
April 19, 2021 12-00,118.2719100105416
April 19, 2021 13-00,112.53611653294772
April 19, 2021 14-00,80.47458079731318
April 19, 2021 15-00,61.62575130131714
April 19, 2021 16-00,17.73654554804486
April 19, 2021 17-00,0.0
April 19, 2021 18-00,0.0
April 19, 2021 19-00,0.0
April 19, 2021 20-00,0.0
April 19, 2021 21-00,0.0
April 19, 2021 22-00,0.0
April 19, 2021 23-00,0.0
April 19, 2022 00-00,0.0
April 19, 2022 01-00,0.0
April 19, 2022 02-00,0.0
April 19, 2022 03-00,0.0
April 19, 2022 04-00,6.280278027028959
April 19, 2022 05-00,13.600466043142164
April 19, 2022 06-00,13.57543836503805
April 19, 2022 07-00,57.74978411580303
April 19, 2022 08-00,69.11396192928088
April 19, 2022 09-00,110.91925336340124
April 19, 2022 10-00,147.73309866851756
April 19, 2022 11-00,46.086063748001095
April 19, 2022 12-00,44.85252301971921
April 19, 2022 13-00,47.9866164105957
April 19, 2022 14-00,30.96602663405664
April 19, 2022 15-00,25.99843604890577
April 19, 2022 16-00,12.95722296742837
April 19, 2022 17-00,0.0
April 19, 2022 18-00,0.0
April 19, 2022 19-00,0.0
April 19, 2022 20-00,0.0
April 19, 2022 21-00,0.0
April 19, 2022 22-00,0.0
April 19, 2022 23-00,0.0
April 2, 2020 00-00,0.0
April 2, 2020 01-00,0.0
April 2, 2020 02-00,0.0
April 2, 2020 03-00,0.0
April 2, 2020 04-00,19.960227135239645
April 2, 2020 05-00,101.81051604423988
April 2, 2020 06-00,163.99565186655892
April 2, 2020 07-00,211.66358838273
April 2, 2020 08-00,244.7409426836292
April 2, 2020 09-00,262.29025340998777
April 2, 2020 10-00,265.1519430876862
April 2, 2020 11-00,253.03414162837888
April 2, 2020 12-00,226.89258866839072
April 2, 2020 13-00,189.1039796833149
April 2, 2020 14-00,142.06200477910653
April 2, 2020 15-00,88.23857836552992
